id,video,rallies,reason
U0444,Japan 🇯🇵 vs. China 🇨🇳 ｜ VNL 2025 - Full Match ｜ Week 2_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0445,Japan 🇯🇵 vs. China 🇨🇳 ｜ VNL 2025 - Full Match ｜ Week 2_set4,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0446,Japan 🇯🇵 vs. Czechia 🇨🇿 ｜ VNL 2025 - Full Match ｜ Week 2_set2,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0447,Japan 🇯🇵 vs. Czechia 🇨🇿 ｜ VNL 2025 - Full Match ｜ Week 2_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0448,Japan 🇯🇵 vs. Dominican Republic 🇩🇴 ｜ VNL 2025 - Full Match ｜ Week 1_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0449,Japan 🇯🇵 vs. Dominican Republic 🇩🇴 ｜ VNL 2025 - Full Match ｜ Week 1_set3,34,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0450,Japan 🇯🇵 vs. France 🇫🇷 ｜ VNL 2025 - Full Match ｜ Week 3_set2,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0451,Japan 🇯🇵 vs. France 🇫🇷 ｜ VNL 2025 - Full Match ｜ Week 3_set3,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0452,Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0453,Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0454,Japan 🇯🇵 vs. Serbia 🇷🇸 ｜ VNL 2025 - Full Match ｜ Week 1_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0455,Japan 🇯🇵 vs. Serbia 🇷🇸 ｜ VNL 2025 - Full Match ｜ Week 1_set3,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0456,Jtekt Stings 🇯🇵 - Suntory Sunbirds Osaka 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0457,Jtekt Stings 🇯🇵 - Suntory Sunbirds Osaka 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set3,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0458,Jtekt Stings 🇯🇵 - Suntory Sunbirds Osaka 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set4,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0459,Korea vs. Bulgaria - Classification 5-8 ｜ Boys' U19 World Champs 2025 - Full Match_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0460,Korea vs. Bulgaria - Classification 5-8 ｜ Boys' U19 World Champs 2025 - Full Match_set3,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0461,Korea vs. Finland - Ranking 11-12 ｜ Boys' U19 World Champs 2025 - Full Match_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0462,Korea vs. Finland - Ranking 11-12 ｜ Boys' U19 World Champs 2025 - Full Match_set3,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0463,Korea vs. Finland - Ranking 11-12 ｜ Boys' U19 World Champs 2025 - Full Match_set4,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0464,Osaka Bluteon vs Diamond Food Fine Chef - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set2,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0465,Osaka Bluteon vs Diamond Food Fine Chef - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set3,58,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0466,Osaka Bluteon vs Diamond Food Fine Chef - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set4,52,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0467,Osaka Bluteon vs. Toray Arrows Shizuoka - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set2,51,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0468,Osaka Bluteon vs. Toray Arrows Shizuoka - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0469,Osaka Bluteon 🇯🇵 vs. JTEKT Stings 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set2,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0470,Osaka Bluteon 🇯🇵 vs. JTEKT Stings 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set3,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0471,Pakistan vs. USA - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0472,Pakistan vs. USA - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0473,Pakistan vs. USA - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set4,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0474,Poland vs. France - Final ｜ Boys' U19 World Champs 2025 - Full Match_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0475,Poland vs. France - Final ｜ Boys' U19 World Champs 2025 - Full Match_set3,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0476,Poland vs. France - Final ｜ Boys' U19 World Champs 2025 - Full Match_set4,36,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0477,Poland vs. Spain - Semi Final 1 ｜ Boys' U19 World Champs 2025 - Full Match_set2,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0478,Poland vs. Spain - Semi Final 1 ｜ Boys' U19 World Champs 2025 - Full Match_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0479,Semi Final 1 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set2,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0480,Semi Final 1 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0481,Semi Final 1 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set4,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0482,Semi Final 1 - Suntory Sunbirds vs. Wolfdogs Nagoya ｜ SVL Playoff - Full Match ｜ Volleyball_set2,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0483,Semi Final 1 - Suntory Sunbirds vs. Wolfdogs Nagoya ｜ SVL Playoff - Full Match ｜ Volleyball_set3,52,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0484,Semi Final 1 - Suntory Sunbirds vs. Wolfdogs Nagoya ｜ SVL Playoff - Full Match ｜ Volleyball_set4,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0485,Semi Final 1 - Suntory Sunbirds vs. Wolfdogs Nagoya ｜ SVL Playoff - Full Match ｜ Volleyball_set5,32,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0486,Semi Final 2 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0487,Semi Final 2 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set3,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0488,Semi Final 2 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set4,52,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0489,Semi Final 2 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set5,27,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0490,Semi Final 3 - Suntory Sunbirds vs. Wolfdogs Nagoya ｜ SVL Playoff - Full Match ｜ Volleyball_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0491,Semi Final 3 - Suntory Sunbirds vs. Wolfdogs Nagoya ｜ SVL Playoff - Full Match ｜ Volleyball_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0492,Semi Final 3 - Suntory Sunbirds vs. Wolfdogs Nagoya ｜ SVL Playoff - Full Match ｜ Volleyball_set4,53,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0493,Spain vs. Iran - Ranking 3-4 ｜ Boys' U19 World Champs 2025 - Full Match_set2,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0494,Spain vs. Iran - Ranking 3-4 ｜ Boys' U19 World Champs 2025 - Full Match_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0495,Spain vs. Iran - Ranking 3-4 ｜ Boys' U19 World Champs 2025 - Full Match_set4,25,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0496,Suntory Sunbirds vs. Osaka Bluteon ｜ SV.LEAGUE 2025⧸26 ｜ Full Match - Volleyball_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0497,Suntory Sunbirds vs. Osaka Bluteon ｜ SV.LEAGUE 2025⧸26 ｜ Full Match - Volleyball_set3,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0498,Suntory Sunbirds vs. Osaka Bluteon ｜ SV.LEAGUE 2025⧸26 ｜ Full Match - Volleyball_set4,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0499,Suntory Sunbirds 🇯🇵 vs. Stings AICHI 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0500,Suntory Sunbirds 🇯🇵 vs. Stings AICHI 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0501,Taipei vs. Argentina - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0502,Taipei vs. Argentina - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set3,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0503,Taipei vs. Argentina - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set4,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0504,Toray Arrows Shizuoka vs Phitsanulok Volleyball Club - Full Match ｜ SV. League World Tour 2025_set2,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0505,Toray Arrows Shizuoka vs Phitsanulok Volleyball Club - Full Match ｜ SV. League World Tour 2025_set3,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0506,Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0507,Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0508,Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set4,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0509,Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set5,27,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0510,Uzbekistan vs. Japan - Ranking 19-20 ｜ Boys' U19 World Champs 2025 - Full Match_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0511,Uzbekistan vs. Japan - Ranking 19-20 ｜ Boys' U19 World Champs 2025 - Full Match_set3,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0512,Uzbekistan vs. Japan - Ranking 19-20 ｜ Boys' U19 World Champs 2025 - Full Match_set4,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0513,Uzbekistan vs. Pakistan - Ranking 5-6 ｜ Boys' U19 World Champs 2025 - Full Match_set2,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0514,Uzbekistan vs. Pakistan - Ranking 5-6 ｜ Boys' U19 World Champs 2025 - Full Match_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0515,Wolfdogs Nagoya 🇯🇵 vs. Osaka Bluteon 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set1,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0516,Wolfdogs Nagoya 🇯🇵 vs. Osaka Bluteon 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set2,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0517,Wolfdogs Nagoya 🇯🇵 vs. Osaka Bluteon 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set3,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0518,Wolfdogs Nagoya 🇯🇵 vs. Osaka Bluteon 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set4,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0519,Wolfdogs Nagoya 🇯🇵 vs. Sakai Blazers 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set1,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0520,Wolfdogs Nagoya 🇯🇵 vs. Sakai Blazers 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0521,Wolfdogs Nagoya 🇯🇵 vs. Sakai Blazers 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0522,ᴴᴰ114UVL預賽：：中原大學vs實踐大學：：男一級 大專排球聯賽 AI網路直播_set2,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0523,ᴴᴰ114UVL預賽：：中原大學vs實踐大學：：男一級 大專排球聯賽 AI網路直播_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0524,ᴴᴰ114UVL預賽：：中原大學vs實踐大學：：男一級 大專排球聯賽 AI網路直播_set4,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0525,ᴴᴰ114UVL預賽：：中原大學vs陽明交大：：男一級 大專排球聯賽 AI網路直播_set2,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0526,ᴴᴰ114UVL預賽：：中原大學vs陽明交大：：男一級 大專排球聯賽 AI網路直播_set3,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0527,ᴴᴰ114UVL預賽：：中山大學vs國北教大：：男一級 大專排球聯賽 AI網路直播_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0528,ᴴᴰ114UVL預賽：：中山大學vs國北教大：：男一級 大專排球聯賽 AI網路直播_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0529,ᴴᴰ114UVL預賽：：中山大學vs清華大學：：男一級 大專排球聯賽 AI網路直播_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0530,ᴴᴰ114UVL預賽：：中山大學vs清華大學：：男一級 大專排球聯賽 AI網路直播_set3,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0531,ᴴᴰ114UVL預賽：：中山大學vs清華大學：：男一級 大專排球聯賽 AI網路直播_set4,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0532,ᴴᴰ114UVL預賽：：嘉義大學vs中山大學：：男一級 大專排球聯賽 AI網路直播_set1,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0533,ᴴᴰ114UVL預賽：：嘉義大學vs中山大學：：男一級 大專排球聯賽 AI網路直播_set2,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0534,ᴴᴰ114UVL預賽：：嘉義大學vs中山大學：：男一級 大專排球聯賽 AI網路直播_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0535,ᴴᴰ114UVL預賽：：嘉義大學vs中山大學：：男一級 大專排球聯賽 AI網路直播_set4,74,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0536,ᴴᴰ114UVL預賽：：嘉義大學vs中山大學：：男一級 大專排球聯賽 AI網路直播_set5,32,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0537,ᴴᴰ114UVL預賽：：嘉義大學vs臺灣師大：：男一級 大專排球聯賽 AI網路直播_set1,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0538,ᴴᴰ114UVL預賽：：嘉義大學vs臺灣師大：：男一級 大專排球聯賽 AI網路直播_set2,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0539,ᴴᴰ114UVL預賽：：嘉義大學vs臺灣師大：：男一級 大專排球聯賽 AI網路直播_set3,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0540,ᴴᴰ114UVL預賽：：國北教大vs嘉義大學：：男一級 大專排球聯賽 AI網路直播_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0541,ᴴᴰ114UVL預賽：：國北教大vs嘉義大學：：男一級 大專排球聯賽 AI網路直播_set3,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0542,ᴴᴰ114UVL預賽：：國北教大vs大仁科大：：男一級 大專排球聯賽 AI網路直播_set1,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0543,ᴴᴰ114UVL預賽：：國北教大vs大仁科大：：男一級 大專排球聯賽 AI網路直播_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0544,ᴴᴰ114UVL預賽：：國北教大vs大仁科大：：男一級 大專排球聯賽 AI網路直播_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0545,ᴴᴰ114UVL預賽：：國北教大vs大仁科大：：男一級 大專排球聯賽 AI網路直播_set4,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0546,ᴴᴰ114UVL預賽：：國北教大vs清華大學：：男一級 大專排球聯賽 AI網路直播_set1,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0547,ᴴᴰ114UVL預賽：：國北教大vs清華大學：：男一級 大專排球聯賽 AI網路直播_set2,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0548,ᴴᴰ114UVL預賽：：國北教大vs清華大學：：男一級 大專排球聯賽 AI網路直播_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0549,ᴴᴰ114UVL預賽：：國北教大vs清華大學：：男一級 大專排球聯賽 AI網路直播_set4,35,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0550,ᴴᴰ114UVL預賽：：國北教大vs清華大學：：男一級 大專排球聯賽 AI網路直播_set5,21,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0551,ᴴᴰ114UVL預賽：：大仁科大vs嘉義大學：：男一級 大專排球聯賽 AI網路直播_set1,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0552,ᴴᴰ114UVL預賽：：大仁科大vs嘉義大學：：男一級 大專排球聯賽 AI網路直播_set2,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0553,ᴴᴰ114UVL預賽：：大仁科大vs嘉義大學：：男一級 大專排球聯賽 AI網路直播_set3 ,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0554,ᴴᴰ114UVL預賽：：實踐大學vs臺灣體大：：男一級 大專排球聯賽 AI網路直播_set2,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0555,ᴴᴰ114UVL預賽：：實踐大學vs臺灣體大：：男一級 大專排球聯賽 AI網路直播_set3,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0556,ᴴᴰ114UVL預賽：：彰化師大vs臺灣體大：：男一級 大專排球聯賽 AI網路直播_set1,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0557,ᴴᴰ114UVL預賽：：彰化師大vs臺灣體大：：男一級 大專排球聯賽 AI網路直播_set2,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0558,ᴴᴰ114UVL預賽：：彰化師大vs臺灣體大：：男一級 大專排球聯賽 AI網路直播_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0559,ᴴᴰ114UVL預賽：：清華大學vs嘉義大學：：男一級 大專排球聯賽 AI網路直播_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0560,ᴴᴰ114UVL預賽：：清華大學vs嘉義大學：：男一級 大專排球聯賽 AI網路直播_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0561,ᴴᴰ114UVL預賽：：清華大學vs嘉義大學：：男一級 大專排球聯賽 AI網路直播_set4,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0562,ᴴᴰ114UVL預賽：：臺北大學vs中原大學：：男一級 大專排球聯賽 AI網路直播_set1,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0563,ᴴᴰ114UVL預賽：：臺北大學vs中原大學：：男一級 大專排球聯賽 AI網路直播_set2,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0564,ᴴᴰ114UVL預賽：：臺北大學vs中原大學：：男一級 大專排球聯賽 AI網路直播_set3,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0565,ᴴᴰ114UVL預賽：：臺灣師大vs中山大學：：男一級 大專排球聯賽 AI網路直播_set2,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0566,ᴴᴰ114UVL預賽：：臺灣師大vs中山大學：：男一級 大專排球聯賽 AI網路直播_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0567,ᴴᴰ114UVL預賽：：臺灣師大vs大仁科大：：男一級 大專排球聯賽 AI網路直播_set1,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0568,ᴴᴰ114UVL預賽：：臺灣師大vs大仁科大：：男一級 大專排球聯賽 AI網路直播_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0569,ᴴᴰ114UVL預賽：：臺灣師大vs大仁科大：：男一級 大專排球聯賽 AI網路直播_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0570,ᴴᴰ114UVL預賽：：臺灣師大vs大仁科大：：男一級 大專排球聯賽 AI網路直播_set4,51,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0571,ᴴᴰ114UVL預賽：：臺灣師大vs大仁科大：：男一級 大專排球聯賽 AI網路直播_set5,28,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0572,ᴴᴰ114UVL預賽：：陽明交大vs臺北大學：：男一級 大專排球聯賽 AI網路直播_set1,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0573,ᴴᴰ114UVL預賽：：陽明交大vs臺北大學：：男一級 大專排球聯賽 AI網路直播_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0574,ᴴᴰ114UVL預賽：：陽明交大vs臺北大學：：男一級 大專排球聯賽 AI網路直播_set3,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0575,ᴴᴰ114UVL預賽：：陽明交大vs臺灣體大：：男一級 大專排球聯賽 AI網路直播_set2,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0576,ᴴᴰ114UVL預賽：：陽明交大vs臺灣體大：：男一級 大專排球聯賽 AI網路直播_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0577,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G21 11⧸9 15_00 桃園雲豹飛將 vs 臺中連莊_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0578,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G21 11⧸9 15_00 桃園雲豹飛將 vs 臺中連莊_set3,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0579,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G22 11⧸9 18_30 臺北伊斯特 vs 台鋼天鷹_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0580,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G22 11⧸9 18_30 臺北伊斯特 vs 台鋼天鷹_set3,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0581,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G22 11⧸9 18_30 臺北伊斯特 vs 台鋼天鷹_set4,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0582,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G22 11⧸9 18_30 臺北伊斯特 vs 台鋼天鷹_set5,30,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0583,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G23 11⧸15 15_00 臺中連莊 vs 台鋼天鷹_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0584,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G23 11⧸15 15_00 臺中連莊 vs 台鋼天鷹_set3,52,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0585,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G23 11⧸15 15_00 臺中連莊 vs 台鋼天鷹_set4,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0586,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G24 11⧸15 18_30 桃園雲豹飛將 vs 臺北伊斯特_set2,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0587,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G24 11⧸15 18_30 桃園雲豹飛將 vs 臺北伊斯特_set3,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0588,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G24 11⧸15 18_30 桃園雲豹飛將 vs 臺北伊斯特_set4,64,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0589,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G25 11⧸16 15_00 桃園雲豹飛將 vs 台鋼天鷹_set2,58,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
