video,rally_id,start,end,kind,status,detail,id
Japan vs. USA - Ranking 15-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,26,614.767,618.967,調整後移出 span 的動作,需複查；action 標註保留,receive@619.200s,Q0219
Japan vs. USA - Ranking 15-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,45,1300.233,1306.417,score 不在最後,調整後仍存在,"事件序列：serve@1301.233s, receive@1302.367s, set@1304.033s, spike@1305.200s, block@1305.350s, score@1305.417s, receive@1306.167s；既有人工紀錄：觸網（本次未重看影片）",Q0220
Japan 🇯🇵 vs. China 🇨🇳 ｜ VNL 2025 - Full Match ｜ Week 2_set1,18,530.72,538.96,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@531.720s, receive@532.800s, set@534.240s, spike@535.760s, receive@536.440s, score@537.960s, set@539.120s",Q0221
Japan 🇯🇵 vs. China 🇨🇳 ｜ VNL 2025 - Full Match ｜ Week 2_set1,18,530.72,538.96,調整後移出 span 的動作,需複查；action 標註保留,set@539.120s,Q0222
Japan 🇯🇵 vs. China 🇨🇳 ｜ VNL 2025 - Full Match ｜ Week 2_set1,40,1249.12,1263.88,end 超出影片,調整後未出現；原始問題保留供複查,end=1264.380s；metadata duration=1264.359s,Q0223
Japan 🇯🇵 vs. Czechia 🇨🇿 ｜ VNL 2025 - Full Match ｜ Week 2_set1,22,588.88,594.84,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@589.880s, receive@590.920s, set@592.440s, spike@593.360s, receive@593.760s, score@593.840s, receive@596.000s",Q0224
Japan 🇯🇵 vs. Czechia 🇨🇿 ｜ VNL 2025 - Full Match ｜ Week 2_set1,22,588.88,594.84,調整後移出 span 的動作,需複查；action 標註保留,receive@596.000s,Q0225
Japan 🇯🇵 vs. Czechia 🇨🇿 ｜ VNL 2025 - Full Match ｜ Week 2_set1,42,1216.703,1222.16,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0226
Japan 🇯🇵 vs. Dominican Republic 🇩🇴 ｜ VNL 2025 - Full Match ｜ Week 1_set1,24,662.68,672.4,score 不在最後,調整後仍存在,"事件序列：serve@663.680s, receive@664.480s, set@666.560s, spike@667.880s, receive@668.320s, set@670.120s, spike@671.240s, score@671.400s, receive@671.680s；既有人工紀錄：觸網（本次未重看影片）",Q0227
Japan 🇯🇵 vs. Dominican Republic 🇩🇴 ｜ VNL 2025 - Full Match ｜ Week 1_set1,24,662.68,672.4,調整後移出 span 的動作,需複查；action 標註保留,set@673.520s,Q0228
Japan 🇯🇵 vs. Dominican Republic 🇩🇴 ｜ VNL 2025 - Full Match ｜ Week 1_set1,29,806.56,812.36,score 不在最後,調整後仍存在,"事件序列：serve@807.560s, receive@808.520s, set@810.160s, spike@811.200s, score@811.360s, receive@811.520s；既有人工紀錄：觸網（本次未重看影片）",Q0229
Japan 🇯🇵 vs. France 🇫🇷 ｜ VNL 2025 - Full Match ｜ Week 3_set1,1,0.16,6.68,start 小於 0,調整後未出現；原始問題保留供複查,start=-0.380s,Q0230
Japan 🇯🇵 vs. France 🇫🇷 ｜ VNL 2025 - Full Match ｜ Week 3_set1,36,1077.6,1089.32,score 不在最後,調整後仍存在,"事件序列：serve@1078.600s, receive@1079.640s, set@1081.160s, spike@1082.240s, receive@1082.640s, set@1084.640s, spike@1086.480s, block@1086.560s, score@1088.320s, receive@1089.240s；既有人工紀錄：打到標竿（本次未重看影片）",Q0231
Japan 🇯🇵 vs. France 🇫🇷 ｜ VNL 2025 - Full Match ｜ Week 3_set1,36,1077.6,1089.32,調整後移出 span 的動作,需複查；action 標註保留,"receive@1090.640s, set@1092.360s, spike@1093.480s, block@1093.560s, receive@1094.400s, set@1096.280s, spike@1097.480s, receive@1097.880s, receive@1099.880s, receive@1101.160s, receive@1103.320s, set@1104.720s, spike@1105.760s, block@1105.840s",Q0232
Japan 🇯🇵 vs. France 🇫🇷 ｜ VNL 2025 - Full Match ｜ Week 3_set1,42,1481.3,1486.56,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0233
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,1,0.0,5.88,start 小於 0,調整後未出現；原始問題保留供複查,start=-0.980s,Q0234
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,1,0.0,5.88,影片頭尾不足 1 秒,已截在影片範圍,start 無法留滿 1 秒；duration=1291.792s,Q0235
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,2,25.96,31.52,score 不在最後,調整後仍存在,"事件序列：serve@26.960s, receive@27.880s, set@29.320s, spike@30.400s, score@30.520s, receive@30.760s, receive@31.520s；既有人工紀錄：觸網（本次未重看影片）",Q0236
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,2,25.96,31.52,調整後移出 span 的動作,需複查；action 標註保留,"spike@33.000s, receive@33.440s",Q0237
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,23,654.48,667.84,score 不在最後,調整後仍存在,"事件序列：serve@655.480s, receive@656.080s, set@658.120s, spike@659.280s, receive@660.360s, set@661.840s, spike@663.040s, receive@663.400s, set@665.760s, spike@666.120s, block@666.240s, score@666.840s, receive@667.600s；既有人工紀錄：落地後（本次未重看影片）",Q0238
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,23,654.48,667.84,調整後移出 span 的動作,需複查；action 標註保留,receive@669.560s,Q0239
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,31,907.16,912.32,score 不在最後,調整後仍存在,"事件序列：serve@908.160s, receive@909.120s, set@910.080s, spike@911.160s, score@911.320s, receive@911.520s；既有人工紀錄：觸網（本次未重看影片）",Q0240
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,31,907.16,912.32,調整後移出 span 的動作,需複查；action 標註保留,set@913.320s,Q0241
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,43,1281.04,1287.84,end 超出影片,調整後未出現；原始問題保留供複查,end=1292.000s；metadata duration=1291.792s,Q0242
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,43,1281.04,1287.84,score 不在最後,調整後仍存在,"事件序列：serve@1282.040s, receive@1283.000s, set@1284.680s, spike@1286.160s, score@1286.840s, receive@1287.200s；既有人工紀錄：觸網（本次未重看影片）",Q0243
Japan 🇯🇵 vs. Netherlands 🇳🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set1,43,1281.04,1287.84,調整後移出 span 的動作,需複查；action 標註保留,receive@1289.000s,Q0244
Japan 🇯🇵 vs. Serbia 🇷🇸 ｜ VNL 2025 - Full Match ｜ Week 1_set1,38,1012.36,1018.64,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@1013.360s, receive@1014.400s, set@1015.800s, spike@1016.720s, receive@1017.120s, score@1017.640s, spike@1019.000s",Q0245
Japan 🇯🇵 vs. Serbia 🇷🇸 ｜ VNL 2025 - Full Match ｜ Week 1_set1,38,1012.36,1018.64,調整後移出 span 的動作,需複查；action 標註保留,spike@1019.000s,Q0246
Jtekt Stings 🇯🇵 - Suntory Sunbirds Osaka 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set1,31,1038.071,1049.614,score 不在最後,調整後仍存在,"事件序列：serve@1039.071s, receive@1039.972s, set@1041.257s, spike@1041.824s, set@1042.942s, spike@1044.477s, block@1044.577s, receive@1045.778s, set@1047.580s, spike@1048.014s, block@1048.080s, score@1048.614s, receive@1049.215s；既有人工紀錄：觸網（本次未重看影片）",Q0247
Korea vs. Bulgaria - Classification 5-8 ｜ Boys' U19 World Champs 2025 - Full Match_set1,42,1194.3,1197.633,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0248
Korea vs. Finland - Ranking 11-12 ｜ Boys' U19 World Champs 2025 - Full Match_set1,21,445.833,450.417,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@446.833s, receive@447.800s, set@449.267s, score@449.417s, spike@450.500s；既有人工紀錄：觸網（本次未重看影片）",Q0249
Korea vs. Finland - Ranking 11-12 ｜ Boys' U19 World Champs 2025 - Full Match_set1,21,445.833,450.417,調整後移出 span 的動作,需複查；action 標註保留,spike@450.500s,Q0250
Osaka Bluteon vs Diamond Food Fine Chef - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set1,11,292.493,298.631,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@293.493s, receive@294.494s, set@295.796s, spike@296.830s, block@296.997s, receive@297.130s, receive@297.631s, score@297.631s, receive@299.032s；既有人工紀錄：觸網（本次未重看影片）",Q0251
Osaka Bluteon vs Diamond Food Fine Chef - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set1,11,292.493,298.631,調整後移出 span 的動作,需複查；action 標註保留,receive@299.032s,Q0252
Osaka Bluteon vs Diamond Food Fine Chef - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set1,24,787.0,791.423,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0253
Osaka Bluteon vs Diamond Food Fine Chef - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set1,26,823.19,829.661,score 不在最後,調整後仍存在,"事件序列：serve@824.190s, receive@825.325s, set@826.826s, spike@827.994s, block@828.227s, score@828.661s, receive@828.695s；既有人工紀錄：觸網（本次未重看影片）",Q0254
Osaka Bluteon vs Diamond Food Fine Chef - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set1,27,845.766025,850.882,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0255
Osaka Bluteon vs Diamond Food Fine Chef - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set1,44,1380.0,1386.951,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0256
Osaka Bluteon vs. Toray Arrows Shizuoka - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set1,31,1040.741,1046.044,score 不在最後,調整後仍存在,"事件序列：serve@1041.741s, receive@1042.742s, spike@1044.310s, score@1045.044s, set@1046.012s",Q0257
Osaka Bluteon vs. Toray Arrows Shizuoka - Full Match ｜ SV. League World Tour 2025 ｜ Volleyball_set1,31,1040.741,1046.044,調整後移出 span 的動作,需複查；action 標註保留,"spike@1047.680s, block@1047.847s, receive@1048.447s, set@1049.882s, spike@1051.384s, receive@1052.184s",Q0258
Osaka Bluteon 🇯🇵 vs. JTEKT Stings 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set1,23,683.651,689.471,score 不在最後,調整後仍存在,"事件序列：serve@684.651s, receive@685.218s, set@686.953s, spike@687.954s, block@688.137s, score@688.471s, receive@688.755s；既有人工紀錄：觸網（本次未重看影片）",Q0259
Osaka Bluteon 🇯🇵 vs. JTEKT Stings 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set1,23,683.651,689.471,調整後移出 span 的動作,需複查；action 標註保留,set@690.456s,Q0260
Osaka Bluteon 🇯🇵 vs. JTEKT Stings 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set1,42,1348.515,1355.053,score 不在最後,調整後仍存在,"事件序列：serve@1349.515s, receive@1350.649s, set@1352.017s, spike@1353.052s, score@1354.053s, receive@1354.737s；既有人工紀錄：落地後（本次未重看影片）",Q0261
Pakistan vs. USA - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,1,8.2,12.55,score 不在最後,調整後仍存在,"事件序列：serve@9.200s, receive@10.000s, set@11.533s, score@11.550s, spike@11.967s, receive@12.367s；既有人工紀錄：阻擋舉球（本次未重看影片）",Q0262
Pakistan vs. USA - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,6,146.917,152.95,score 不在最後,調整後仍存在,"事件序列：serve@147.917s, receive@148.917s, set@150.700s, spike@151.767s, score@151.950s, receive@152.200s；既有人工紀錄：觸網（本次未重看影片）",Q0263
Pakistan vs. USA - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,16,459.467,473.9,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@460.467s, receive@461.300s, set@462.933s, spike@465.000s, receive@465.533s, set@466.900s, receive@468.967s, set@470.667s, spike@472.350s, block@472.417s, receive@472.900s, score@472.900s, receive@473.967s；既有人工紀錄：觸網（本次未重看影片）",Q0264
Pakistan vs. USA - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,16,459.467,473.9,調整後移出 span 的動作,需複查；action 標註保留,receive@473.967s,Q0265
Poland vs. Spain - Semi Final 1 ｜ Boys' U19 World Champs 2025 - Full Match_set1,35,1198.2,1205.2,score 不在最後,調整後仍存在,"事件序列：serve@1199.200s, receive@1200.033s, set@1201.900s, spike@1203.700s, score@1204.200s, receive@1204.800s；既有人工紀錄：no in（本次未重看影片）",Q0266
Semi Final 1 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set1,8,225.867,231.4,score 不在最後,調整後仍存在,"事件序列：serve@226.867s, receive@227.500s, set@228.700s, spike@229.767s, block@229.833s, score@230.400s, receive@231.100s；既有人工紀錄：觸網（本次未重看影片）",Q0267
Semi Final 1 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set1,18,537.8,542.967,score 不在最後,調整後仍存在,"事件序列：serve@538.800s, receive@539.667s, set@541.533s, score@541.967s, spike@542.333s, block@542.433s；既有人工紀錄：後排踩線（本次未重看影片）",Q0268
Semi Final 1 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set1,34,1081.167,1095.6,多個 score,調整後仍存在,"2 個：1093.533s, 1094.600s",Q0269
Semi Final 1 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set1,42,1536.833,1553.833,score 不在最後,調整後仍存在,"事件序列：serve@1537.833s, receive@1538.767s, set@1540.467s, spike@1542.100s, block@1542.167s, receive@1543.767s, set@1545.467s, spike@1546.300s, block@1546.333s, receive@1546.667s, spike@1548.167s, block@1548.200s, receive@1549.133s, set@1550.800s, spike@1552.167s, block@1552.300s, score@1552.833s, receive@1553.233s；既有人工紀錄：觸網（本次未重看影片）",Q0270
Semi Final 2 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set1,30,990.5,993.3,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@991.500s, score@992.300s, set@994.000s, spike@995.800s；既有人工紀錄：落地後（本次未重看影片）",Q0271
Semi Final 2 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set1,30,990.5,993.3,調整後移出 span 的動作,需複查；action 標註保留,"set@994.000s, spike@995.800s",Q0272
Semi Final 2 - Osaka Bluteon vs. Stings Aichi ｜ SV League - Full Match ｜ Volleyball_set1,39,1389.467,1394.167,score 不在最後,調整後仍存在,"事件序列：serve@1390.467s, receive@1391.233s, score@1393.167s, block@1393.200s, receive@1393.933s；既有人工紀錄：舉球後排越界（本次未重看影片）",Q0273
Semi Final 3 - Suntory Sunbirds vs. Wolfdogs Nagoya ｜ SVL Playoff - Full Match ｜ Volleyball_set1,46,1637.667,1642.433,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@1638.667s, receive@1639.200s, score@1641.433s, spike@1643.367s, block@1643.467s；既有人工紀錄：越界救球（本次未重看影片）",Q0274
Semi Final 3 - Suntory Sunbirds vs. Wolfdogs Nagoya ｜ SVL Playoff - Full Match ｜ Volleyball_set1,46,1637.667,1642.433,調整後移出 span 的動作,需複查；action 標註保留,"spike@1643.367s, block@1643.467s",Q0275
Spain vs. Iran - Ranking 3-4 ｜ Boys' U19 World Champs 2025 - Full Match_set1,14,601.583,607.75,score 不在最後,調整後仍存在,"事件序列：serve@602.583s, receive@603.633s, receive@605.467s, score@606.750s, block@606.783s；既有人工紀錄：越網擊球（本次未重看影片）",Q0276
Spain vs. Iran - Ranking 3-4 ｜ Boys' U19 World Champs 2025 - Full Match_set1,14,601.583,607.75,調整後移出 span 的動作,需複查；action 標註保留,receive@607.767s,Q0277
Spain vs. Iran - Ranking 3-4 ｜ Boys' U19 World Champs 2025 - Full Match_set1,16,663.967,674.167,score 不在最後,調整後仍存在,"事件序列：serve@664.967s, receive@665.933s, set@667.900s, spike@668.867s, block@669.017s, receive@669.400s, receive@670.000s, block@671.767s, receive@672.400s, score@673.167s, set@673.167s；既有人工紀錄：越界（本次未重看影片）",Q0278
Spain vs. Iran - Ranking 3-4 ｜ Boys' U19 World Champs 2025 - Full Match_set1,16,663.967,674.167,調整後移出 span 的動作,需複查；action 標註保留,spike@674.700s,Q0279
Spain vs. Iran - Ranking 3-4 ｜ Boys' U19 World Champs 2025 - Full Match_set1,31,1198.0,1207.4,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0280
Spain vs. Iran - Ranking 3-4 ｜ Boys' U19 World Champs 2025 - Full Match_set1,46,1779.0,1789.05,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0281
Suntory Sunbirds vs. Osaka Bluteon ｜ SV.LEAGUE 2025⧸26 ｜ Full Match - Volleyball_set1,5,116.0,138.621,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0282
Suntory Sunbirds vs. Osaka Bluteon ｜ SV.LEAGUE 2025⧸26 ｜ Full Match - Volleyball_set1,23,653.654,659.041,score 不在最後,調整後仍存在,"事件序列：serve@654.654s, receive@655.355s, set@656.756s, spike@657.223s, score@658.041s, receive@658.975s；既有人工紀錄：落地後（本次未重看影片）",Q0283
Suntory Sunbirds vs. Osaka Bluteon ｜ SV.LEAGUE 2025⧸26 ｜ Full Match - Volleyball_set1,33,955.789,972.037,多個 score,調整後仍存在,"2 個：969.986s, 971.037s",Q0284
Suntory Sunbirds 🇯🇵 vs. Stings AICHI 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set1,6,199.6,205.638,score 不在最後,調整後仍存在,"事件序列：serve@200.600s, receive@201.401s, set@202.853s, spike@204.037s, block@204.071s, score@204.638s, receive@205.539s；既有人工紀錄：觸網（本次未重看影片）",Q0285
Suntory Sunbirds 🇯🇵 vs. Stings AICHI 🇯🇵 ｜ SV League 2026 ｜ Full Match - Japan Volleyball_set1,30,866.133,875.173,score 不在最後,調整後仍存在,"事件序列：serve@867.133s, receive@868.167s, set@869.502s, spike@869.969s, block@870.036s, receive@871.437s, set@872.772s, spike@873.706s, block@874.023s, score@874.173s, receive@874.474s；既有人工紀錄：打到標竿（本次未重看影片）",Q0286
Taipei vs. Argentina - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set1,7,209.233,225.417,score 不在最後,調整後仍存在,"事件序列：serve@210.233s, receive@211.200s, spike@212.567s, receive@213.133s, set@214.517s, spike@216.383s, receive@217.033s, set@218.633s, spike@219.833s, receive@220.300s, set@222.400s, spike@223.633s, score@224.417s, receive@224.617s；既有人工紀錄：觸網（本次未重看影片）",Q0287
Taipei vs. Argentina - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set1,7,209.233,225.417,調整後移出 span 的動作,需複查；action 標註保留,set@225.967s,Q0288
Taipei vs. Argentina - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set1,22,777.967,784.217,score 不在最後,調整後仍存在,"事件序列：serve@778.967s, receive@780.100s, set@781.733s, spike@782.733s, score@783.217s, receive@783.733s；既有人工紀錄：觸網（本次未重看影片）",Q0289
Taipei vs. Argentina - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set1,22,777.967,784.217,調整後移出 span 的動作,需複查；action 標註保留,set@785.333s,Q0290
Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,9,334.167,339.9,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@335.167s, receive@336.233s, set@337.633s, spike@338.200s, block@338.267s, receive@338.400s, score@338.900s, receive@340.733s；既有人工紀錄：二擊（本次未重看影片）",Q0291
Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,9,334.167,339.9,調整後移出 span 的動作,需複查；action 標註保留,receive@340.733s,Q0292
Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,27,762.4,768.45,score 不在最後,調整後仍存在,"事件序列：serve@763.400s, receive@764.333s, set@765.833s, spike@766.433s, block@766.500s, score@767.450s, receive@767.467s；既有人工紀錄：觸網（本次未重看影片）",Q0293
Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,27,762.4,768.45,調整後移出 span 的動作,需複查；action 標註保留,receive@768.933s,Q0294
Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,29,813.333,818.317,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@814.333s, receive@815.133s, spike@816.783s, block@816.900s, score@817.317s, set@818.633s；既有人工紀錄：持球（本次未重看影片）",Q0295
Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,29,813.333,818.317,調整後移出 span 的動作,需複查；action 標註保留,set@818.633s,Q0296
Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,31,939.833,947.567,score 不在最後,調整後仍存在,"事件序列：serve@940.833s, receive@941.800s, set@943.533s, spike@944.883s, block@945.000s, receive@945.600s, score@946.567s, receive@946.950s；既有人工紀錄：落地後（本次未重看影片）",Q0297
Türkiye vs. Colombia - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set1,31,939.833,947.567,調整後移出 span 的動作,需複查；action 標註保留,"receive@948.333s, set@949.967s",Q0298
Uzbekistan vs. Pakistan - Ranking 5-6 ｜ Boys' U19 World Champs 2025 - Full Match_set1,15,369.9,375.383,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@370.900s, receive@371.933s, set@373.433s, spike@374.100s, block@374.183s, score@374.383s, receive@376.133s；既有人工紀錄：觸網（本次未重看影片）",Q0299
Uzbekistan vs. Pakistan - Ranking 5-6 ｜ Boys' U19 World Champs 2025 - Full Match_set1,15,369.9,375.383,調整後移出 span 的動作,需複查；action 標註保留,receive@376.133s,Q0300
Uzbekistan vs. Pakistan - Ranking 5-6 ｜ Boys' U19 World Champs 2025 - Full Match_set1,16,395.0,404.15,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0301
ᴴᴰ114UVL預賽：：中原大學vs實踐大學：：男一級 大專排球聯賽 AI網路直播_set1,2,37.267,41.233,多個 score,調整後仍存在,"2 個：39.167s, 40.233s",Q0302
ᴴᴰ114UVL預賽：：中原大學vs陽明交大：：男一級 大專排球聯賽 AI網路直播_set1,17,490.567,497.2,score 不在最後,調整後仍存在,"事件序列：serve@491.567s, receive@492.200s, set@494.167s, spike@495.667s, score@496.200s, receive@496.600s；既有人工紀錄：越界（本次未重看影片）",Q0303
ᴴᴰ114UVL預賽：：中原大學vs陽明交大：：男一級 大專排球聯賽 AI網路直播_set1,23,698.033,701.967,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@699.033s, receive@700.133s, score@700.967s, receive@702.200s；既有人工紀錄：持球（本次未重看影片）",Q0304
ᴴᴰ114UVL預賽：：中原大學vs陽明交大：：男一級 大專排球聯賽 AI網路直播_set1,23,698.033,701.967,調整後移出 span 的動作,需複查；action 標註保留,receive@702.200s,Q0305
ᴴᴰ114UVL預賽：：中原大學vs陽明交大：：男一級 大專排球聯賽 AI網路直播_set1,24,716.367,723.033,score 不在最後,調整後仍存在,"事件序列：serve@717.367s, receive@718.433s, set@720.600s, spike@722.000s, score@722.033s, receive@722.367s；既有人工紀錄：打到標竿（本次未重看影片）",Q0306
ᴴᴰ114UVL預賽：：中原大學vs陽明交大：：男一級 大專排球聯賽 AI網路直播_set1,38,1108.667,1116.533,score 不在最後,調整後仍存在,"事件序列：serve@1109.667s, receive@1110.800s, set@1112.433s, spike@1114.167s, block@1114.233s, receive@1115.033s, score@1115.533s, receive@1115.800s；既有人工紀錄：越界（本次未重看影片）",Q0307
ᴴᴰ114UVL預賽：：中原大學vs陽明交大：：男一級 大專排球聯賽 AI網路直播_set1,39,1135.7,1140.933,score 不在最後,調整後仍存在,"事件序列：serve@1136.700s, receive@1137.667s, set@1139.233s, spike@1139.733s, score@1139.933s, receive@1140.433s；既有人工紀錄：觸網（本次未重看影片）",Q0308
ᴴᴰ114UVL預賽：：中原大學vs陽明交大：：男一級 大專排球聯賽 AI網路直播_set1,39,1135.7,1140.933,調整後移出 span 的動作,需複查；action 標註保留,set@1141.833s,Q0309
ᴴᴰ114UVL預賽：：中山大學vs國北教大：：男一級 大專排球聯賽 AI網路直播_set1,15,395.767,400.233,score 不在最後,調整後仍存在,"事件序列：serve@396.767s, receive@398.200s, score@399.233s, receive@399.533s；既有人工紀錄：越網擊球（本次未重看影片）",Q0310
ᴴᴰ114UVL預賽：：中山大學vs國北教大：：男一級 大專排球聯賽 AI網路直播_set1,15,395.767,400.233,調整後移出 span 的動作,需複查；action 標註保留,set@401.067s,Q0311
ᴴᴰ114UVL預賽：：中山大學vs國北教大：：男一級 大專排球聯賽 AI網路直播_set1,19,504.6,510.167,score 不在最後,調整後仍存在,"事件序列：serve@505.600s, receive@506.967s, set@507.967s, spike@509.033s, block@509.167s, score@509.167s, receive@510.033s；既有人工紀錄：觸網（本次未重看影片）",Q0312
ᴴᴰ114UVL預賽：：中山大學vs國北教大：：男一級 大專排球聯賽 AI網路直播_set1,35,942.933,956.567,score 不在最後,調整後仍存在,"事件序列：serve@943.933s, receive@945.200s, set@946.367s, spike@946.867s, block@946.933s, receive@948.700s, set@950.633s, spike@952.033s, receive@953.100s, set@953.833s, spike@955.533s, score@955.567s, block@955.600s；既有人工紀錄：打到標竿（本次未重看影片）",Q0313
ᴴᴰ114UVL預賽：：中山大學vs清華大學：：男一級 大專排球聯賽 AI網路直播_set1,16,367.733,376.5,score 不在最後,調整後仍存在,"事件序列：serve@368.733s, receive@369.967s, set@371.500s, receive@372.933s, receive@374.167s, spike@375.400s, score@375.500s, receive@376.233s；既有人工紀錄：觸網（本次未重看影片）",Q0314
ᴴᴰ114UVL預賽：：中山大學vs清華大學：：男一級 大專排球聯賽 AI網路直播_set1,16,367.733,376.5,調整後移出 span 的動作,需複查；action 標註保留,set@377.833s,Q0315
ᴴᴰ114UVL預賽：：中山大學vs清華大學：：男一級 大專排球聯賽 AI網路直播_set1,39,1041.833,1050.833,score 不在最後,調整後仍存在,"事件序列：serve@1042.833s, receive@1043.900s, set@1045.633s, spike@1046.100s, block@1046.167s, receive@1046.900s, set@1048.367s, spike@1049.667s, block@1049.733s, score@1049.833s, receive@1050.333s；既有人工紀錄：觸網（本次未重看影片）",Q0316
